Lead score,Company Name,CompanyDomain,Trading name,Tags,Street,Postal code,City,Province,Distance,Country,Employees,Employees in group,Branch,Branch code national,Branch name national,Branch code international,Branch name international,Reg no.,Legal entity,Founded,VAT,URL,Phone number,Pages,First visit,Last visit,Sessions,Days,Duration,Comments,Twitter,Facebook,LinkedIn,Youtube,Pinterest,Instagram,GitHub,Dribbble,Xing,Whatsapp,Vimeo,Sales volume,Email address,Link to inbox,stripped_domain
0%,Chung-Ang University,cau.ac.kr,,,"84 Heukseok-Ro, Dongjak-Gu",6974,Seoul,Seoul,,KR,576,7259,Research Services,,,8221,"Colleges, Universities, and Professional Schools",1088201177,Non Profit Organization,1978,,https://www.cau.ac.kr,8228205511,1,5/15/2026 7:47,5/15/2026 7:48,1,1,75,,,https://www.facebook.com/chunganguniversity,https://www.linkedin.com/company/assistive-and-rehabilitation-robotics-lab/,https://www.youtube.com/user/ChungAngUniversity,,https://www.instagram.com/chunganguniv,,,,,,₩ 1.136.081.000.000,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/265586464,cau
0.75,Clearbank Limited,clearbank.co.uk,Business.Bank,"Hot, Meer dan 6 pagina's bezocht, linkedin",Borough Yards,SE19PA,London,Greater London,331km,GB,573,573,Banking,64191,,6021,National Commercial Banks,9736376,Corporation,2015,9736376,https://clearbank.co.uk,"4,42031E+16",2,2026-10-04 10:53:00,4/14/2026 10:37,2,2,130,,,,https://www.linkedin.com/company/clear.bank/,,,,,,,,,£ 156.597.206,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/3719775,clearbank
0.35,Waterschap Drents Overijsselse Delta,wdodelta.nl,,"Hot, Meer dan 6 pagina's bezocht",Dokter van Deenweg 186,8025BM,Zwolle,Overijssel,123km,NL,572,20,Civic and Social Organizations,84121,"Public administration in the field of health care, education, cultural services and social services (no social",9431,Administration of Public Health Programs,64208338,Local Government Body,2016,,https://www.wdodelta.nl,31882331200,1,2026-12-05 7:58:00,2026-12-05 7:58:00,1,1,5,,,https://www.facebook.com/wdodelta,https://www.linkedin.com/company/wdodelta/,https://www.youtube.com/c/WaterschapDrentsOverijsselseDelta,,https://www.instagram.com/wdodelta/?hl=nl,,,,,,€1.197.005,info@wdodelta.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/7861,wdodelta
0.05,Departement du Var,var.fr,,,390 Avenue des Lices,83000,Toulon,Var,974km,FR,571,5000,Government Administration,8411Z,,9199,"General Government, Not Elsewhere Classified",228300018,Local Government Body,1976,FR22830001800113,https://var.fr,33483954430,1,3/30/2026 11:22,3/30/2026 11:22,1,1,5,,,https://www.facebook.com/DepartementVar,https://www.linkedin.com/company/le-d%C3%A9partement-du-var/,,,https://www.instagram.com/departementduvar,,,,,,552226680,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/50641200,var
0%,Vesthimmerlands Kommune,vesthimmerland.dk,,,Vestre Boulevard 7,9600,Aars,Nordjylland,633km,DK,570,3695,Civic and Social Organizations,841100,,9199,"General Government, Not Elsewhere Classified",29189471,Local Government Body,2007,,https://vesthimmerland.dk,4599667000,1,2026-12-04 10:05:00,2026-12-04 10:09:00,1,1,195,,https://www.twitter.com/vhk_kommune?lang=en,https://www.facebook.com/vesthimmerlandskommune,https://www.linkedin.com/company/vesthimmerlands-kommune/,,,https://www.instagram.com/vesthimmerlands_kommune,,,,,,kr 508.828.108,post@vesthimmerland.dk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/122410322,vesthimmerland
0.3,Lshtm Developments Ltd,lshtm.ac.uk,,"Hot, Meer dan 6 pagina's bezocht",Keppel Street,WC1E7HT,London,Greater London,333km,GB,568,1576,Subdivision of Land,41100,,6552,"Land Subdividers and Developers, Except Cemeteries",12744183,Corporation,2020,12744183,https://www.lshtm.ac.uk,"4,42076E+16",3,2026-07-05 16:22:00,2026-07-05 16:23:00,1,1,25,,https://www.twitter.com/lshtm,https://www.facebook.com/lshtm,https://www.linkedin.com/school/london-school-of-hygiene-&-tropical-medicine-cp/,https://www.youtube.com/channel/UC7QWBXbM7tkaRO8NcADvNMw,,https://www.instagram.com/lshtm,,,,,,£ 703.119,press@lshtm.ac.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/134325183,lshtm
0.15,Amstein + Walthert Holding AG,amstein-walthert.ch,,,Andreasstrasse 5,8050,Zurich,Zürich,566km,CH,567,1100,Construction,649901,,6159,Miscellaneous business Credit Institutions,114482746,Corporation,2008,CHE114482746,https://amstein-walthert.ch,41443059111,6,4/16/2026 12:12,4/16/2026 13:48,2,1,120,,,https://www.facebook.com/amsteinwalthert,https://www.linkedin.com/company/amstein-walthert/,,,,,,https://www.xing.com/pages/amstein-walthertag,,,Fr. 1.448.507,info@amstein-walthert.ch,https://portal.leadinfo.com/inbox/custom-20260326-20260520/464210318,amstein-walthert
0.3,Gemeente Vlaardingen,vlaardingen.nl,,Hot,Markt 11,3131CR,Vlaardingen,Zuid-Holland,24km,NL,554,800,Government Relations Services,84110,General public administration,9199,"General Government, Not Elsewhere Classified",24485270,Local Government Body,1950,,https://www.vlaardingen.nl,31102484000,4,2026-08-04 16:29:00,2026-09-04 7:49:00,2,2,270,,,https://www.facebook.com/gemeentevlaardingen,https://www.linkedin.com/company/gemeente-vlaardingen/,https://www.youtube.com/channel/UChWy17gJ3SvrmqdE22V0tBQ,,https://www.instagram.com/gemeentevlaardingen,,,,,,24850201,info@vlaardingen.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/64235,vlaardingen
0.05,Syddansk Erhvervsskole Odense-Vejle,sde.dk,,,Munkebjergvej 130,5230,Odense M,Syddanmark,545km,DK,553,767,Technical and Vocational Training,853200,,8249,"Vocational Schools, Not Elsewhere Classified",35228616,,1997,,https://www.sde.dk,4570109900,1,4/13/2026 14:25,4/13/2026 14:25,1,1,5,,,http://www.facebook.com/pages/Odense-Denmark/Syddansk-Erhversvsskole/156366231072108,https://www.linkedin.com/school/odense-tekniske-gymnasium/,https://www.youtube.com/channel/UCHGaVnmT1LL9fkcIu_sTrnA,,https://www.instagram.com/syddansk_erhvervsskole,,,,,,kr 1.522.167,kommunikation@sde.dk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/122394875,sde
0.65,Gemeenschappelijke regeling DCMR Milieudienst Rijnmond,dcmr.nl,Gem regeling DCMR Milieudienst Rijnmond,"Hot, Meer dan 6 pagina's bezocht",Parallelweg 1,3112NA,Schiedam,Zuid-Holland,20km,NL,553,500,Environmental Services,84110,General public administration,9199,"General Government, Not Elsewhere Classified",50.000.438,Local Government Body,1980,,https://www.dcmr.nl,31888333555,2,4/14/2026 16:07,4/15/2026 11:23,2,2,170,,,https://www.facebook.com/DCMRMilieudienstRijnmond,https://www.linkedin.com/company/dcmr-milieudienst-rijnmond/,https://www.youtube.com/channel/UCiDeYMIK3JRbdEOdEm4yp_A,,https://www.instagram.com/dcmr_milieurijnmond,,,,,,494166,info@dcmr.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/107321,dcmr
0.15,Hochschule Heilbronn,hs-heilbronn.de,Hochschule Heilbronn Technik Wirtschaft Informatik,Hot,Max-Planck-Str. 39,74081,Heilbronn,Baden-Wurttemberg,441km,DE,542,150,Higher Education,5021,Universities For Applied Sciences,8221,"Colleges, Universities, and Professional Schools",,,1961,DE811275936,https://www.hs-heilbronn.de,4971315040,1,5/16/2026 7:57,5/16/2026 7:58,1,1,35,,,https://www.facebook.com/energiemanagement.hochschule.heilbronn,https://www.linkedin.com/company/hhn-internationalbusiness/,https://www.youtube.com/user/HochschuleHeilbronn/featured,,https://www.instagram.com/weinmarketing_management/?hl=de,,,,,https://www.vimeo.com/cookie_policy,€11.980.225,info@hs-heilbronn.de,https://portal.leadinfo.com/inbox/custom-20260326-20260520/137213608,hs-heilbronn
0.05,Banca Comerciala Romana SA,hidroelectrica.ro,Banca Comerciala Romana Bucuresti SA Sucursala Constanta SA,,str. Traian nr. 68,900003,Constanta,Constanţa,1968km,RO,540,0,Utilities,6419,,6021,National Commercial Banks,1867796,,2000,,https://hidroelectrica.ro,40241638200,1,2026-12-05 10:17:00,2026-12-05 10:17:00,1,1,5,,,https://www.facebook.com/hidroelectricasa/,https://www.linkedin.com/company/hidroelectrica-s-a/,,,,,,,,,,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/156149484,hidroelectrica
0.05,Waterschap Vallei en Veluwe,vallei-veluwe.nl,,linkedin,Steenbokstraat 10,7324AX,Apeldoorn,Gelderland,99km,NL,539,20,Utilities Administration,84121,"Public administration in the field of health care, education, cultural services and social services (no social",9431,Administration of Public Health Programs,56804636,Local Government Body,2013,,https://www.vallei-veluwe.nl,31555272911,1,5/18/2026 14:45,5/18/2026 14:45,1,1,5,,,https://www.facebook.com/valleienveluwe,https://www.linkedin.com/company/waterschap-vallei-en-veluwe/,https://www.youtube.com/user/valleienveluwe,,https://www.instagram.com/waterschapvalleiveluwe,,,,,,€1.197.005,info@vallei-veluwe.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/22928,vallei-veluwe
0.05,Praktikertjänst AB,praktikertjanst.se,,,Adolf Fredriks Kyrkogata 9A,11137,Stockholm,Stockholms Län,1180km,SE,539,5000,Hospitals and Health Care,70100,,7389,"Business Services, Not Elsewhere Classified",5560772419,Corporation,1961,,https://www.praktikertjanst.se,4686608249,1,2026-04-04 12:24:00,2026-04-04 12:24:00,1,1,15,,,https://www.facebook.com/Praktikertjanst,https://www.linkedin.com/company/praktikertjanst-ab/,,,https://www.instagram.com/praktikertjanst,,,,,,kr 9.866.000.000,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/23848613,praktikertjanst
0%,Gemeente Schiedam,schiedam.nl,Stadskantoor gemeente Schiedam,Contact,Stadserf 1,3112DZ,Schiedam,Zuid-Holland,20km,NL,539,749,Government Administration,84110,General public administration,9199,"General Government, Not Elsewhere Classified",50991663,Local Government Body,1275,,https://www.schiedam.nl,31102191111,2,4/14/2026 12:51,4/14/2026 12:52,1,1,40,,,https://www.facebook.com/gemeenteschiedam,https://www.linkedin.com/company/gemeente-schiedam/,https://www.youtube.com/user/gemeenteschiedam,,https://www.instagram.com/gemeenteschiedam,,,,,,82723557,info@schiedam.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/22860,schiedam
0.05,Zellis UK Limited,zellis.com,,,239 Thorpe Road,PE36JY,Peterborough,Peterborough,347km,GB,538,0,Software Development,62090,,7379,"Computer Related Services, Not Elsewhere Classified",,,1963,,https://www.zellis.com,"4,41924E+16",1,2026-12-04 17:46:00,2026-12-04 17:46:00,1,1,5,,https://twitter.com/zellis_official/,https://www.facebook.com/ZellisOfficial,https://www.linkedin.com/company/zellisukltd/,,,,,,,,,,tellmemore@zellis.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/132803123,zellis
0.5,Peterborough City Council,peterborough.gov.uk,Standground College,"Hot, MS Places",Town Hall,PE11HF,Peterborough,Peterborough,344km,GB,531,28,Government Administration,84110,,9199,"General Government, Not Elsewhere Classified",,Government Body,1974,,https://www.peterborough.gov.uk,"4,41733E+16",1,4/13/2026 13:18,4/13/2026 13:18,1,1,15,,,,https://www.linkedin.com/company/peterborough-city-council/,,,,,,,,,£ 541.211,dataprotection@peterborough.gov.uk,https://portal.leadinfo.com/inbox/custom-20260326-20260520/134612619,peterborough
0.05,Advania,advania.is,,"Hot, Meer dan 6 pagina's bezocht",,,,,,IS,528,,IT Services and IT Consulting,,,,,,,,,https://www.advania.is,,1,3/30/2026 14:56,3/30/2026 15:02,1,1,95,,https://twitter.com/advania_is/,https://www.facebook.com/Advania.is,https://www.linkedin.com/company/advania-island/,,,https://www.instagram.com/advaniais/?hl=en,,,,,https://vimeo.com/317987688/,,info@advania.is,https://portal.leadinfo.com/inbox/custom-20260326-20260520/334765602,advania
0.05,VGD Bedrijfsrevisoren,vgd.eu,VGD Kortrijk,,Neerhoflaan 2,1780,Wemmel,Vlaams Brabant,107km,BE,518,50,Financial Services,69203,"Accounting, bookkeeping and auditing activities; tax consultancy",8721,"Accounting, Auditing, and Bookkeeping Services",875430443,Corporation,2005,BE0875430443,https://vgd.eu,3252352255,3,2026-08-04 14:34:00,2026-08-04 14:35:00,1,1,65,,,https://www.facebook.com/VGDBrussel,https://www.linkedin.com/company/vgd/,,,https://www.instagram.com/vgd.be,,,,,,8506857,info@vgd.eu,https://portal.leadinfo.com/inbox/custom-20260326-20260520/465598787,vgd
0.05,VGD Accountants en Belastingconsulenten,vgd.eu,VGD Kortrijk,,Neerhoflaan 2,1780,Wemmel,Vlaams Brabant,107km,BE,518,299,Financial Services,69201,"Accounting, bookkeeping and auditing activities; tax consultancy",8721,"Accounting, Auditing, and Bookkeeping Services",875430542,Corporation,2005,BE0875430542,https://vgd.eu,3252352255,3,2026-08-04 14:35:00,2026-08-04 14:37:00,1,1,125,,,https://www.facebook.com/VGDBrussel,https://www.linkedin.com/company/vgd/,,,https://www.instagram.com/vgd.be,,,,,,51412130,info@vgd.eu,https://portal.leadinfo.com/inbox/custom-20260326-20260520/19073444,vgd
0.05,Moss Kommune,moss.kommune.no,,,Kirkegata 15,1531,Moss,Viken Fylke,922km,NO,514,5853,Government Administration,84110,,9199,"General Government, Not Elsewhere Classified",920817521,Local Government Body,2018,,https://www.moss.kommune.no,4769248000,1,5/19/2026 10:10,5/19/2026 10:10,1,1,15,,,https://www.facebook.com/mosskommune,https://www.linkedin.com/company/moss-kommune/,http://www.youtube.com/channel/UC7swNrAs5B5948XNm6mZoMg?view_as=subscriber,,https://www.instagram.com/moss_kommune,,,,,,kr 783.989.593,post@moss.kommune.no,https://portal.leadinfo.com/inbox/custom-20260326-20260520/22770004,moss
0.05,Helbling Business Advisors AG,helbling.ch,,,Hohlstrasse 614,8048,Zurich,Zürich,566km,CH,514,563,Business Consulting and Services,702200,,8742,Management Consulting Services,107483686,Corporation,1993,CHE107483686,https://helbling.ch,41444381711,1,2026-12-05 11:51:00,2026-12-05 11:52:00,1,1,45,,,,https://www.linkedin.com/company/helbling/,https://www.youtube.com/channel/UCMAfaqoUkj7Dh516FhYqSjQ,,,,,https://www.xing.com/pages/helblinggroup,,,Fr. 37.869.927,info-holding@helbling.ch,https://portal.leadinfo.com/inbox/custom-20260326-20260520/109154709,helbling
0.75,Gemeente Roosendaal,roosendaal.nl,Stadskantoor,"Hot, Meer dan 6 pagina's bezocht, Contact",Stadserf 1,4701NK,Roosendaal,Noord-Brabant,38km,NL,512,617,Government Administration,84110,General public administration,9199,"General Government, Not Elsewhere Classified",20164788,Local Government Body,1900,NL001522644B01,https://www.roosendaal.nl,31165579111,77,3/31/2026 10:58,5/20/2026 9:23,69,17,1105,,,https://www.facebook.com/gemeente.roosendaal,https://www.linkedin.com/company/gemeente-roosendaal/,,,https://www.instagram.com/gemeente_roosendaal,,,,,,68144772,info@roosendaal.nl,https://portal.leadinfo.com/inbox/custom-20260326-20260520/11388,roosendaal
0.15,Rectorat de L'Academie de Toulouse,ac-toulouse.fr,,Hot,75 Rue st Roch,31077,Toulouse Cedex 4,Haute-Garonne,950km,FR,498,2000,Utilities Administration,8412Z,,9431,Administration of Public Health Programs,173104308,Government Body,1981,FR17310430800494,https://www.ac-toulouse.fr,33536257000,2,4/13/2026 15:01,4/15/2026 10:32,2,2,20,,,,https://www.linkedin.com/company/acad%C3%A9mie-de-toulouse/,https://www.youtube.com/user/academieToulouse,,https://www.instagram.com/academie_toulouse,,,,,,€119.700.485,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/50575002,ac-toulouse
0.05,"FILHET ALLARD MARITIME SAS, Bordeaux, succursale de Genève",filhetallard.com,,,Cours de Rive 6,1204,Genève,Genève,637km,CH,492,10,Insurance,662200,,6411,"Insurance Agents, Brokers, and Service",110212165,Foreign Company,2002,CHE110212165,https://www.filhetallard.com,41228397660,9,2026-04-05 15:15:00,2026-04-05 15:36:00,1,1,655,,,,https://www.linkedin.com/company/filhet-allard/,,,,,,,,,Fr. 1.609.452,dpo@filhetallard.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/109079571,filhetallard
0.05,Social- og Boligstyrelsen,social.dk,,,"Lerchesgade 35,  Sal 5",5000,Odense C,Syddanmark,546km,DK,491,491,Utilities Administration,841200,,9431,Administration of Public Health Programs,26144698,Government Body,2001,,https://www.social.dk,4572423700,1,2026-07-04 9:39:00,2026-07-04 9:40:00,1,1,45,,,,,,,,,,,,,kr 58.493.261,,https://portal.leadinfo.com/inbox/custom-20260326-20260520/462131499,social
0%,Mourik,mourik.com,Mourik,,Groenendaallaan 399,2030,Antwerpen,Baarle-Nassau,69km,BE,485,251,Nonresidential Building Construction,41003,Construction of buildings,1541,General Contractors-Industrial Buildings and Warehouses,413951260,Corporation,1974,BE1014618911,https://www.mourik.com,3235422040,1,5/19/2026 19:48,5/19/2026 19:48,1,1,5,,,https://www.facebook.com/Mourikgroep,https://www.linkedin.com/company/mourik/,https://www.youtube.com/c/Mourikgroep,,https://www.instagram.com/mourikgroep,,,,,,€83.999.773,info@mourik.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/19198141,mourik
0.1,Västerviks kommun,vastervik.se,,Hot,Fabriksgatan 21,59333,Västervik,Kalmar Län,1007km,SE,481,3000,Utilities Administration,84111,,9431,Administration of Public Health Programs,2120000779,Local Government Body,1975,,https://www.vastervik.se,46103554000,3,4/21/2026 13:20,4/21/2026 13:20,1,1,35,,https://twitter.com/vastervikkommun/,http://www.facebook.com/vastervikskommun,https://www.linkedin.com/company/vasterviks-kommun/,https://www.youtube.com/channel/UClgOJ3gA00BBfx6BYu4Ko1w/,,https://www.instagram.com/vastervikskommun,,,https://www.xing.com/pages/tristaraustriagmbh,,,kr 1.900.654.325,kommun@vastervik.se,https://portal.leadinfo.com/inbox/custom-20260326-20260520/122597622,vastervik
0%,Provincie Vlaams-Brabant,provincieantwerpen.be,Provinciebestuur Vlaams Brabant,,Provincieplein 1,3010,Leuven,Vlaams Brabant,108km,BE,479,700,Public Policy Offices,84113,General public administration activities,9199,"General Government, Not Elsewhere Classified",253973219,Local Government Body,1995,BE0253973219,https://www.provincieantwerpen.be,3232405011,1,5/19/2026 8:46,5/19/2026 9:11,1,1,115,,,https://www.facebook.com/provincie.Antwerpen,https://www.linkedin.com/company/provincie-antwerpen/,,https://www.pinterest.com,https://www.instagram.com/provincieantwerpen,,,,,,662672,info@vlaamsbrabant.be,https://portal.leadinfo.com/inbox/custom-20260326-20260520/19305070,provincieantwerpen
0.05,Nibio - Norsk Institutt for Biookonomi,nibio.no,,,Hogskoleveien 7,1433,AS,Viken Fylke,948km,NO,477,780,Research Services,72100,,8731,Commercial Physical and Biological Research,988983837,,2005,,https://www.nibio.no,4764948000,3,2026-07-04 10:10:00,2026-07-04 10:11:00,1,1,45,,,https://www.facebook.com/Nibio.no,https://www.linkedin.com/company/nibio/,https://www.youtube.com/channel/UCfvBzDisycpX9ks3PkWiEFw,,https://www.instagram.com/nibio_no,,,,,,kr 14.213.612,post@nibio.no,https://portal.leadinfo.com/inbox/custom-20260326-20260520/23447610,nibio
0.55,Duncan Lewis Solicitors,duncanlewis.co.uk,,"Hot, Meer dan 6 pagina's bezocht",Suite 2,LU12SJ,Luton,Luton,354km,GB,477,11,Legal Services,69102,,8111,Legal Services,,,2015,71872901,https://www.duncanlewis.co.uk,"4,43338E+16",9,4/14/2026 9:38,5/13/2026 9:46,6,5,55,,https://www.twitter.com/DuncanLewis,https://www.facebook.com/duncanlewislawfirm,https://www.linkedin.com/company/duncan-lewis-&-co-solicitors-greater-london/,,,,,,,,,£ 319.254,dataprotection@duncanlewis.com,https://portal.leadinfo.com/inbox/custom-20260326-20260520/133574449,duncanlewis
